1,66,85,2021/09/01 11:06:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
2,48,132,2020/12/02 15:07:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
3,92,172,2020/11/14 09:59:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
4,88,237,2021/06/05 11:07:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
5,88,104,2021/05/01 09:07:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
6,48,180,2021/03/25 14:06:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
7,3,7,2020/07/31 08:14:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
8,78,245,2021/07/13 16:09:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
9,61,172,2021/04/24 15:17:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
10,33,131,2020/12/12 15:00:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
11,90,35,2021/08/04 10:55:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
12,27,125,2020/05/06 12:48:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
13,1,56,2021/04/29 14:35:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
14,21,154,2021/09/09 15:38:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
15,46,91,2020/12/20 10:49:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
16,17,25,2020/08/24 08:18:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
17,47,63,2021/04/21 13:31:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
18,9,195,2020/12/11 12:29:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
19,81,69,2020/09/14 14:21:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
20,58,20,2021/04/27 14:43:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
21,69,62,2021/05/12 15:29:00,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec nunc augue, laoreet vel massa in, convallis malesuada leo. Nunc id blandit erat. Etiam nulla magna, pretium a venenatis eu, rutrum ut tellus. Nullam placerat sed dui et tempus. Vestibulum mattis lectus eu sem posuere elementum. Praesent felis ipsum, porttitor non posuere sit amet, egestas in nisl. Ut quis lobortis mauris. In a lectus dictum, interdum nunc non, suscipit nisl. Nam augue ipsum, tincidunt eu sodales nec, facilisis sed diam. Ut neque libero, convallis sit amet commodo sit amet, dignissim sit amet eros. Nulla at odio quis nunc convallis sagittis a nec lectus. Mauris aliquam mauris sed massa mollis, egestas scelerisque sapien finibus. Vivamus luctus sem nec sem porttitor, sit amet ultricies erat iaculis."
